"Sighting_ID","Observer_ID","Date","Time","Site_Code","Latitude","Longitude","Species_Common","Species_Code","Status","Band_Color","Tag_Flag","Bird_ID","Distance_m","Age_Class","Age_Code","Sex","Sex_Code","Release_Year","Release_Cohort"
"S001286","O08",2025-04-23,"05:33","NP",43.65795,-116.16703,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,33,"Adult",3,"F",1,NA,NA
"S001287","O04",2025-07-28,"08:18","BR",43.6129,-116.21256,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,56.8,"Second-year",2,"F",1,NA,NA
"S001288","O11",2025-06-05,"05:07","LC",43.58047,-116.18148,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,116.1,"Second-year",2,"F",1,NA,NA
"S001289","O11",2025-05-30,"06:21","LC",43.57916,-116.17831,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,84,"Hatch-year",1,NA,NA,NA,NA
"S001290","O11",2025-04-04,"05:40","MR",43.63047,-116.23172,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Adult",3,"M",2,NA,NA
"S001291","O03",2025-04-26,"05:10","NP",43.66524,-116.14212,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,12.9,"Adult",3,"M",2,NA,NA
"S001292","O03",2025-07-13,"06:01","NP",43.65824,-116.14578,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,65.9,"Adult",3,"M",2,NA,NA
"S001293","O05",2025-07-27,"10:48","LC",43.58027,-116.17931,"American Robin","AMRO","Wild Hatch","None",0,NA,104,"Hatch-year",1,"F",1,NA,NA
"S001294","O12",2025-04-25,"05:32","WC",43.61843,-116.18828,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,43.2,"Hatch-year",1,"M",2,NA,NA
"S001295","O06",2025-05-10,"10:43","BR",43.6127,-116.19085,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,67.1,"Hatch-year",1,NA,NA,NA,NA
"S001296","O04",2025-06-16,"05:25","LC",43.58188,-116.17331,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,47.6,"Adult",3,"F",1,NA,NA
"S001297","O09",2025-04-04,"07:28","MR",43.63203,-116.24047,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,51.5,"Second-year",2,"M",2,NA,NA
"S001298","O08",2025-05-21,"05:06","LC",43.57657,-116.1684,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B48092",87.8,"Second-year",2,"F",1,2025,"H2024_R2025"
"S001299","O09",2025-05-05,"06:56","BR",43.61193,-116.20787,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,5.4,"Unknown",99,"M",2,NA,NA
"S001300","O09",2025-07-24,"06:59","WC",43.61598,-116.20213,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,109.4,"Second-year",2,"F",1,NA,NA
"S001301","O08",2025-05-20,"05:03","SR",43.55336,-116.22325,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,93.4,"Adult",3,"F",1,NA,NA
"S001302","O07",2025-07-26,"07:00","WC",43.63178,-116.19996,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,80.2,"Second-year",2,"M",2,NA,NA
"S001303","O06",2025-04-16,"05:42","NP",43.66524,-116.16695,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,82.4,"Second-year",2,"M",2,NA,NA
"S001304","O01",2025-06-23,"10:14","LC",43.56721,-116.17636,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,37.2,"Second-year",2,"M",2,NA,NA
"S001305","O04",2025-04-28,"10:48","MR",43.64027,-116.2389,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,111.8,"Adult",3,"F",1,NA,NA
"S001306","O03",2025-06-06,"08:36","WC",43.62243,-116.18714,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,81.2,"Unknown",99,"F",1,NA,NA
"S001307","O09",2025-04-02,"05:34","WC",43.62386,-116.21058,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,31.1,"Hatch-year",1,"F",1,NA,NA
"S001308","O05",2025-07-26,"05:25","SR",43.55813,-116.2275,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,106,"Adult",3,"F",1,NA,NA
"S001309","O07",2025-04-01,"07:01","NP",43.66049,-116.15738,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,106.7,"Adult",3,"F",1,NA,NA
"S001310","O12",2025-05-06,"09:48","LC",43.57697,-116.18329,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,10.7,"Unknown",99,"M",2,NA,NA
"S001311","O09",2025-06-02,"07:49","LC",43.58107,-116.19614,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,61.7,"Second-year",2,"F",1,NA,NA
"S001312","O11",2025-04-17,"10:37","BR",43.60138,-116.20241,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,87.4,"Adult",3,"M",2,NA,NA
"S001313","O02",2025-06-23,"09:45","WC",43.61488,-116.19715,"Red-winged Blackbird","RWBL","Reintroduced","Blue",1,"B29954",119.1,"Second-year",2,"F",1,2025,"H2024_R2025"
"S001314","O05",2025-06-17,"10:25","BR",43.60557,-116.19772,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,11.9,"Second-year",2,NA,NA,NA,NA
"S001315","O10",2025-07-15,"05:33","SR",43.56731,-116.232,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,21.7,"Hatch-year",1,NA,NA,NA,NA
"S001316","O06",2025-04-15,"06:14","WC",43.62631,-116.19387,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,51.9,"Adult",3,"M",2,NA,NA
"S001317","O12",2025-06-01,"08:56","MR",43.63445,-116.23346,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.8,"Second-year",2,"F",1,NA,NA
"S001318","O10",2025-07-26,"10:57","SR",43.56615,-116.21469,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,45.9,"Adult",3,"M",2,NA,NA
"S001319","O08",2025-06-16,"05:01","SR",43.55376,-116.21804,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,105.7,"Adult",3,"F",1,NA,NA
"S001320","O09",2025-04-28,"08:01","BR",43.60346,-116.21126,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,34.8,"Adult",3,"F",1,NA,NA
"S001321","O04",2025-04-24,"07:05","NP",43.66343,-116.1672,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B86506",39,"Hatch-year",1,"F",1,2025,"H2025_R2025"
"S001322","O10",2025-05-09,"09:18","LC",43.58186,-116.18773,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,63.9,"Hatch-year",1,"M",2,NA,NA
"S001323","O12",2025-07-31,"09:24","SR",43.56418,-116.23041,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,55,"Hatch-year",1,"F",1,NA,NA
"S001324","O04",2025-04-08,"06:43","BR",43.59734,-116.20537,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,15.6,"Second-year",2,"M",2,NA,NA
"S001325","O04",2025-06-01,"05:35","BR",43.60013,-116.19425,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,60.9,"Adult",3,"M",2,NA,NA
"S001326","O03",2025-07-19,"08:32","WC",43.62677,-116.1951,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,109.6,"Second-year",2,"F",1,NA,NA
"S001327","O08",2025-04-06,"08:33","NP",43.66263,-116.15811,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,57,"Adult",3,"F",1,NA,NA
"S001328","O07",2025-04-08,"10:36","LC",43.57503,-116.18567,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,45,"Adult",3,"F",1,NA,NA
"S001329","O03",2025-04-29,"08:35","SR",43.57429,-116.20853,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,49,"Adult",3,"M",2,NA,NA
"S001330","O09",2025-07-19,"10:03","MR",43.65198,-116.23331,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,37.6,"Second-year",2,"F",1,NA,NA
"S001331","O08",2025-07-29,"08:24","WC",43.60906,-116.19355,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,17.4,"Second-year",2,"M",2,NA,NA
"S001332","O12",2025-06-06,"07:39","MR",43.65078,-116.23312,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,36.7,"Adult",3,"F",1,NA,NA
"S001333","O02",2025-07-10,"06:00","NP",43.65791,-116.15234,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,46.9,"Unknown",99,"M",2,NA,NA
"S001334","O01",2025-07-23,"06:35","LC",43.58327,-116.16358,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.6,"Adult",3,"F",1,NA,NA
"S001335","O05",2025-04-06,"07:53","BR",43.61251,-116.21425,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,114.5,"Adult",3,"M",2,NA,NA
"S001336","O04",2025-07-15,"10:15","MR",43.63201,-116.24637,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,9.5,"Hatch-year",1,"F",1,NA,NA
"S001337","O11",2025-05-12,"06:17","BR",43.60885,-116.21689,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.8,"Adult",3,"M",2,NA,NA
"S001338","O07",2025-06-15,"08:13","BR",43.62063,-116.20516,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,19.6,"Hatch-year",1,"M",2,NA,NA
"S001339","O09",2025-05-01,"10:15","NP",43.66409,-116.16093,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,48.9,"Second-year",2,"F",1,NA,NA
"S001340","O07",2025-05-28,"07:10","LC",43.57502,-116.18088,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,6.9,"Adult",3,"F",1,NA,NA
"S001341","O05",2025-04-13,"08:13","WC",43.63413,-116.19165,"Song Sparrow","SOSP","Reintroduced","Blue",1,"B60609",52,"Second-year",2,"F",1,2025,"H2024_R2025"
"S001342","O11",2025-06-04,"09:14","NP",43.6753,-116.1533,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,99.4,"Hatch-year",1,"F",1,NA,NA
"S001343","O09",2025-06-11,"05:58","LC",43.57319,-116.19266,"American Robin","AMRO","Wild Hatch","None",0,NA,117.9,"Adult",3,"M",2,NA,NA
"S001344","O12",2025-04-01,"10:59","SR",43.56332,-116.21028,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,45,"Second-year",2,"F",1,NA,NA
"S001345","O04",2025-07-16,"07:01","SR",43.57076,-116.22892,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,86.6,"Hatch-year",1,"F",1,NA,NA
"S001346","O01",2025-07-16,"05:57","SR",43.54915,-116.20702,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103.8,"Second-year",2,"M",2,NA,NA
"S001347","O10",2025-07-12,"07:00","MR",43.64173,-116.23973,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,63.8,"Hatch-year",1,"F",1,NA,NA
"S001348","O06",2025-04-03,"10:04","NP",43.65939,-116.16837,"American Robin","AMRO","Wild Hatch","None",0,NA,110.5,"Second-year",2,"M",2,NA,NA
"S001349","O04",2025-04-14,"07:06","LC",43.58421,-116.17921,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.6,"Adult",3,"M",2,NA,NA
"S001350","O03",2025-05-13,"09:05","BR",43.61131,-116.21145,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,74.6,"Adult",3,"M",2,NA,NA
"S001351","O03",2025-05-13,"06:59","NP",43.64905,-116.16068,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,83.7,"Unknown",99,"M",2,NA,NA
"S001352","O10",2025-05-11,"07:29","BR",43.61462,-116.21086,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,98.5,"Hatch-year",1,"F",1,NA,NA
"S001353","O09",2025-07-21,"05:00","LC",43.56991,-116.19264,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,61.6,"Second-year",2,"M",2,NA,NA
"S001354","O12",2025-05-17,"10:22","WC",43.60701,-116.19583,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,16.9,"Second-year",2,"F",1,NA,NA
"S001355","O12",2025-05-01,"06:30","LC",43.56769,-116.19271,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,64.1,"Second-year",2,"F",1,NA,NA
"S001356","O11",2025-07-30,"07:56","MR",43.64259,-116.25353,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,68.6,"Hatch-year",1,"M",2,NA,NA
"S001357","O07",2025-05-23,"10:42","SR",43.56087,-116.20846,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,60.5,"Hatch-year",1,"F",1,NA,NA
"S001358","O10",2025-07-13,"08:52","SR",43.55007,-116.22195,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,47.4,"Second-year",2,"F",1,NA,NA
"S001359","O08",2025-06-14,"07:00","WC",43.62855,-116.18735,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,7.9,"Adult",3,NA,NA,NA,NA
"S001360","O01",2025-06-05,"05:55","BR",43.60037,-116.19772,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,114.4,"Hatch-year",1,"F",1,NA,NA
"S001361","O05",2025-04-11,"06:15","LC",43.57662,-116.17006,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,72.9,"Second-year",2,"M",2,NA,NA
"S001362","O11",2025-06-03,"06:23","SR",43.55736,-116.21254,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,98.9,"Hatch-year",1,"F",1,NA,NA
"S001363","O12",2025-04-03,"07:45","WC",43.61698,-116.17457,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,14.4,"Adult",3,"F",1,NA,NA
"S001364","O10",2025-06-14,"05:33","NP",43.66838,-116.1624,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,36,"Adult",3,NA,NA,NA,NA
"S001365","O08",2025-06-30,"05:43","BR",43.59674,-116.21122,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,82.9,"Adult",3,"F",1,NA,NA
"S001366","O11",2025-04-06,"05:49","BR",43.60218,-116.21198,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,90.8,"Adult",3,"M",2,NA,NA
"S001367","O06",2025-05-05,"08:16","BR",43.60598,-116.19866,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,89.5,"Adult",3,"F",1,NA,NA
"S001368","O06",2025-05-10,"07:07","WC",43.61612,-116.20487,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.4,"Unknown",99,NA,NA,NA,NA
"S001369","O09",2025-05-06,"09:28","WC",43.63102,-116.20563,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,76.2,"Unknown",99,"F",1,NA,NA
"S001370","O08",2025-07-02,"06:42","WC",43.63758,-116.19844,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,10.2,"Hatch-year",1,NA,NA,NA,NA
"S001371","O02",2025-05-13,"09:59","MR",43.64314,-116.23934,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,46,"Adult",3,"M",2,NA,NA
"S001372","O07",2025-07-17,"05:43","LC",43.57209,-116.18487,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,50.4,"Hatch-year",1,"F",1,NA,NA
"S001373","O09",2025-05-26,"07:04","SR",43.55174,-116.22404,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,101.6,"Hatch-year",1,"F",1,NA,NA
"S001374","O11",2025-04-07,"08:02","WC",43.6143,-116.18288,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,93.6,"Second-year",2,"F",1,NA,NA
"S001375","O10",2025-07-04,"09:45","LC",43.56788,-116.19367,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,83.6,"Adult",3,"M",2,NA,NA
"S001376","O06",2025-07-31,"08:47","SR",43.55513,-116.22673,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,72.4,"Second-year",2,"M",2,NA,NA
"S001377","O04",2025-07-21,"10:29","LC",43.58335,-116.18425,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,75.7,"Unknown",99,"F",1,NA,NA
"S001378","O05",2025-05-15,"05:27","BR",43.62267,-116.21728,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,25.7,"Unknown",99,"M",2,NA,NA
"S001379","O11",2025-05-16,"09:05","NP",43.66444,-116.17189,"American Robin","AMRO","Wild Hatch","None",0,NA,85,"Adult",3,"F",1,NA,NA
"S001380","O12",2025-06-13,"06:26","SR",43.55476,-116.22792,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,49.5,"Hatch-year",1,"M",2,NA,NA
"S001381","O08",2025-05-09,"09:27","MR",43.6317,-116.2379,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Second-year",2,NA,NA,NA,NA
"S001382","O07",2025-05-28,"07:15","WC",43.62001,-116.19527,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,57.1,"Hatch-year",1,"F",1,NA,NA
"S001383","O11",2025-07-11,"09:14","BR",43.60963,-116.21159,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,50.7,"Second-year",2,"F",1,NA,NA
"S001384","O10",2025-05-18,"06:50","WC",43.6133,-116.1942,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B65293",28.2,"Second-year",2,"F",1,2025,"H2024_R2025"
"S001385","O05",2025-04-22,"10:52","MR",43.63151,-116.22938,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,59.4,"Adult",3,NA,NA,NA,NA
"S001386","O02",2025-05-03,"05:11","NP",43.65871,-116.15441,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,36.8,"Unknown",99,"F",1,NA,NA
"S001387","O04",2025-07-04,"05:11","BR",43.6037,-116.20434,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,84.2,"Unknown",99,"F",1,NA,NA
"S001388","O12",2025-04-14,"09:13","SR",43.55814,-116.23174,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,24.1,"Hatch-year",1,"F",1,NA,NA
"S001389","O08",2025-05-13,"05:12","SR",43.56885,-116.22927,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,111.3,"Second-year",2,"F",1,NA,NA
"S001390","O12",2025-06-17,"05:50","BR",43.60013,-116.20743,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.6,"Adult",3,"F",1,NA,NA
"S001391","O07",2025-06-29,"07:31","BR",43.60442,-116.21243,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,113,"Adult",3,"M",2,NA,NA
"S001392","O01",2025-04-29,"10:16","NP",43.65686,-116.18245,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Adult",3,"F",1,NA,NA
"S001393","O09",2025-07-07,"07:52","SR",43.55456,-116.22241,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,109.5,"Hatch-year",1,NA,NA,NA,NA
"S001394","O02",2025-07-19,"07:25","LC",43.58116,-116.17491,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,85.2,"Hatch-year",1,"F",1,NA,NA
"S001395","O05",2025-06-28,"10:40","MR",43.65044,-116.25684,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,22.1,"Adult",3,"M",2,NA,NA
"S001396","O10",2025-04-11,"07:56","LC",43.58528,-116.17645,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,13.1,"Second-year",2,"M",2,NA,NA
"S001397","O04",2025-06-17,"07:34","NP",43.65589,-116.14675,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,65.3,"Second-year",2,"F",1,NA,NA
"S001398","O10",2025-05-02,"06:01","MR",43.63713,-116.23614,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,90.5,"Hatch-year",1,"F",1,NA,NA
"S001399","O10",2025-05-30,"10:23","LC",43.58487,-116.19105,"American Robin","AMRO","Wild Hatch","None",0,NA,29.7,"Hatch-year",1,"F",1,NA,NA
"S001400","O12",2025-04-02,"07:48","MR",43.63472,-116.23869,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,30.9,"Second-year",2,"M",2,NA,NA
"S001401","O03",2025-04-10,"05:14","NP",43.65908,-116.14913,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,59.5,"Adult",3,"M",2,NA,NA
"S001402","O06",2025-06-27,"06:11","MR",43.64214,-116.23469,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,29.4,"Unknown",99,NA,NA,NA,NA
"S001403","O10",2025-04-16,"09:40","SR",43.56735,-116.21322,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,69.5,"Unknown",99,NA,NA,NA,NA
"S001404","O09",2025-05-25,"05:19","WC",43.60609,-116.18626,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,37.2,"Adult",3,"M",2,NA,NA
"S001405","O06",2025-06-20,"05:16","LC",43.5885,-116.17021,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,7.9,"Adult",3,"M",2,NA,NA
"S001406","O12",2025-06-06,"10:59","MR",43.64224,-116.24063,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,112.7,"Unknown",99,"M",2,NA,NA
"S001407","O02",2025-05-05,"10:03","SR",43.55517,-116.21861,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,109,"Adult",3,"F",1,NA,NA
"S001408","O08",2025-06-23,"09:38","SR",43.56746,-116.23122,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.5,"Adult",3,"F",1,NA,NA
"S001409","O06",2025-07-02,"07:09","MR",43.64528,-116.24514,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,68.3,"Adult",3,"F",1,NA,NA
"S001410","O12",2025-07-28,"07:19","BR",43.61216,-116.22342,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,97.5,"Hatch-year",1,NA,NA,NA,NA
"S001411","O02",2025-07-21,"09:26","LC",43.58704,-116.16941,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,21.3,"Adult",3,"F",1,NA,NA
"S001412","O08",2025-07-03,"06:52","WC",43.60925,-116.19712,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,26.9,"Unknown",99,"M",2,NA,NA
"S001413","O08",2025-05-09,"07:44","BR",43.61295,-116.20217,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B35205",114.2,"Second-year",2,"M",2,2025,"H2024_R2025"
"S001414","O11",2025-04-14,"06:05","WC",43.62968,-116.20425,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,72.8,"Adult",3,"M",2,NA,NA
"S001415","O03",2025-05-31,"05:43","BR",43.59913,-116.2014,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,84.5,"Adult",3,"M",2,NA,NA
"S001416","O06",2025-06-22,"10:09","SR",43.55453,-116.21875,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,69.8,"Second-year",2,"F",1,NA,NA
"S001417","O07",2025-07-24,"10:35","LC",43.59473,-116.17102,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,44,"Adult",3,"F",1,NA,NA
"S001418","O08",2025-07-06,"06:58","BR",43.60963,-116.21372,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,53.5,"Hatch-year",1,"F",1,NA,NA
"S001419","O11",2025-06-17,"06:09","WC",43.63036,-116.17233,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,67,"Second-year",2,"F",1,NA,NA
"S001420","O09",2025-05-18,"09:47","WC",43.61596,-116.19321,"American Robin","AMRO","Wild Hatch","None",0,NA,99.4,"Adult",3,"F",1,NA,NA
"S001421","O05",2025-06-11,"08:27","WC",43.63773,-116.19126,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,18.3,"Adult",3,"M",2,NA,NA
"S001422","O05",2025-05-01,"08:53","SR",43.556,-116.23392,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,47.2,"Second-year",2,"M",2,NA,NA
"S001423","O04",2025-05-16,"08:44","NP",43.67027,-116.1568,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,20.2,"Unknown",99,"M",2,NA,NA
"S001424","O11",2025-07-04,"06:36","SR",43.56226,-116.21868,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,113.7,"Adult",3,"F",1,NA,NA
"S001425","O07",2025-04-25,"10:30","WC",43.63084,-116.19518,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,31.7,"Hatch-year",1,"F",1,NA,NA
"S001426","O03",2025-07-31,"09:53","LC",43.5689,-116.17443,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,11.4,"Adult",3,"F",1,NA,NA
"S001427","O01",2025-06-24,"09:28","WC",43.63088,-116.19113,"American Robin","AMRO","Wild Hatch","None",0,NA,48.2,"Adult",3,"M",2,NA,NA
"S001428","O09",2025-07-19,"06:01","WC",43.62669,-116.18117,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,83.9,"Second-year",2,NA,NA,NA,NA
"S001429","O07",2025-06-12,"06:58","LC",43.58192,-116.17781,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,43.6,"Adult",3,"F",1,NA,NA
"S001430","O12",2025-07-22,"10:08","WC",43.6254,-116.1971,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,105.3,"Adult",3,"F",1,NA,NA
"S001431","O11",2025-05-22,"09:44","NP",43.64411,-116.16297,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,89.6,"Unknown",99,"F",1,NA,NA
"S001432","O04",2025-04-07,"09:20","SR",43.57123,-116.21489,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,87.2,"Unknown",99,"M",2,NA,NA
"S001433","O01",2025-07-06,"06:10","LC",43.58822,-116.18396,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,81.3,"Second-year",2,"F",1,NA,NA
"S001434","O11",2025-07-26,"06:58","SR",43.56364,-116.21215,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,95.7,"Hatch-year",1,NA,NA,NA,NA
"S001435","O11",2025-04-21,"09:07","LC",43.56683,-116.17996,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,61.1,"Adult",3,"F",1,NA,NA
"S001436","O05",2025-06-01,"10:56","SR",43.56492,-116.23217,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,43.9,"Hatch-year",1,"M",2,NA,NA
"S001437","O06",2025-06-07,"05:19","LC",43.57298,-116.16766,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.4,"Hatch-year",1,NA,NA,NA,NA
"S001438","O04",2025-05-12,"08:26","MR",43.64173,-116.23433,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,36.5,"Second-year",2,"M",2,NA,NA
"S001439","O02",2025-05-25,"08:46","WC",43.61366,-116.18856,"American Robin","AMRO","Wild Hatch","None",0,NA,93.4,"Second-year",2,"M",2,NA,NA
"S001440","O01",2025-04-28,"05:03","SR",43.56313,-116.21058,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,87.2,"Adult",3,"M",2,NA,NA
"S001441","O12",2025-04-15,"05:38","NP",43.67094,-116.16089,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B41514",67,"Hatch-year",1,"M",2,2025,"H2025_R2025"
